Relative Path,File Name,Assert Location (Line Number),Assert Count
numpy-git/numpy/core/src/common/simd/avx2/reorder.h,reorder.h,,0
numpy-git/numpy/core/src/common/simd/avx2/math.h,math.h,,0
numpy-git/numpy/core/src/common/simd/avx2/memory.h,memory.h,"77,152,163,172,183,196,197,213,231,240,252,277",12
numpy-git/numpy/core/src/common/simd/avx2/arithmetic.h,arithmetic.h,,0
numpy-git/numpy/core/src/common/simd/sse/utils.h,utils.h,,0
numpy-git/numpy/core/src/common/simd/sse/operators.h,operators.h,,0
numpy-git/numpy/core/src/common/simd/sse/misc.h,misc.h,,0
numpy-git/numpy/core/src/common/simd/sse/conversion.h,conversion.h,,0
numpy-git/numpy/core/src/common/simd/sse/reorder.h,reorder.h,,0
numpy-git/numpy/core/src/common/simd/sse/math.h,math.h,,0
numpy-git/numpy/core/src/common/simd/sse/memory.h,memory.h,"153,201,221,243,256,303,333,355,367,390,403,428",12
numpy-git/numpy/core/src/common/simd/sse/sse.h,sse.h,,0
numpy-git/numpy/core/src/common/simd/sse/arithmetic.h,arithmetic.h,,0
numpy-git/numpy/core/src/common/simd/avx512/utils.h,utils.h,,0
numpy-git/numpy/core/src/common/simd/avx512/operators.h,operators.h,,0
numpy-git/numpy/core/src/common/simd/avx512/misc.h,misc.h,,0
numpy-git/numpy/core/src/common/simd/avx512/avx512.h,avx512.h,,0
numpy-git/numpy/core/src/common/simd/avx512/conversion.h,conversion.h,,0
numpy-git/numpy/core/src/common/simd/avx512/reorder.h,reorder.h,,0
numpy-git/numpy/core/src/common/simd/avx512/maskop.h,maskop.h,,0
numpy-git/numpy/core/src/common/simd/avx512/math.h,math.h,,0
numpy-git/numpy/core/src/common/simd/avx512/memory.h,memory.h,"99,129,160,168,175,183,194,195,212,231,238,248,249,260",14
numpy-git/numpy/core/src/common/simd/avx512/arithmetic.h,arithmetic.h,,0
numpy-git/numpy/core/src/common/simd/emulate_maskop.h,emulate_maskop.h,,0
numpy-git/numpy/core/src/common/simd/simd.h,simd.h,,0
numpy-git/numpy/core/src/common/simd/intdiv.h,intdiv.h,"86,106,134",3
numpy-git/numpy/core/src/common/simd/neon/neon.h,neon.h,,0
numpy-git/numpy/core/src/common/simd/neon/operators.h,operators.h,,0
numpy-git/numpy/core/src/common/simd/neon/misc.h,misc.h,,0
numpy-git/numpy/core/src/common/simd/neon/conversion.h,conversion.h,,0
numpy-git/numpy/core/src/common/simd/neon/reorder.h,reorder.h,,0
numpy-git/numpy/core/src/common/simd/neon/math.h,math.h,,0
numpy-git/numpy/core/src/common/simd/neon/memory.h,memory.h,"140,161,178,199,215,234,247,263",8
numpy-git/numpy/core/src/common/simd/neon/arithmetic.h,arithmetic.h,,0
numpy-git/numpy/core/src/common/simd/simd_utils.h,simd_utils.h,,0
numpy-git/numpy/core/src/common/simd/vsx/vsx.h,vsx.h,,0
numpy-git/numpy/core/src/common/simd/vsx/operators.h,operators.h,,0
numpy-git/numpy/core/src/common/simd/vsx/misc.h,misc.h,,0
numpy-git/numpy/core/src/common/simd/vsx/conversion.h,conversion.h,,0
numpy-git/numpy/core/src/common/simd/vsx/reorder.h,reorder.h,,0
numpy-git/numpy/core/src/common/simd/vsx/math.h,math.h,,0
numpy-git/numpy/core/src/common/simd/vsx/memory.h,memory.h,"150,174,190,213,228,247,260,276",8
numpy-git/numpy/core/src/common/simd/vsx/arithmetic.h,arithmetic.h,,0
numpy-git/numpy/core/src/common/npy_argparse.h,npy_argparse.h,,0
numpy-git/numpy/core/src/common/ucsnarrow.h,ucsnarrow.h,,0
numpy-git/numpy/core/src/common/.doxyfile,.doxyfile,,0
numpy-git/numpy/core/src/common/npy_svml.h,npy_svml.h,,0
numpy-git/numpy/core/src/common/npy_hashtable.c,npy_hashtable.c,"98,126,142",3
numpy-git/numpy/core/src/common/numpyos.h,numpyos.h,,0
numpy-git/numpy/core/src/common/npy_pycompat.h,npy_pycompat.h,,0
numpy-git/numpy/core/src/common/array_assign.h,array_assign.h,,0
numpy-git/numpy/core/src/common/cblasfuncs.c,cblasfuncs.c,,0
numpy-git/numpy/core/src/common/npy_cpuinfo_parser.h,npy_cpuinfo_parser.h,,0
numpy-git/numpy/core/src/common/templ_common.h.src,templ_common.h.src,,0
numpy-git/numpy/core/src/common/python_xerbla.c,python_xerbla.c,,0
numpy-git/numpy/core/src/common/ufunc_override.h,ufunc_override.h,,0
numpy-git/numpy/core/src/common/npy_longdouble.c,npy_longdouble.c,,0
numpy-git/numpy/core/src/common/npy_sort.h.src,npy_sort.h.src,,0
numpy-git/numpy/core/src/common/mem_overlap.h,mem_overlap.h,,0
numpy-git/numpy/core/src/common/npy_cpu_dispatch.h,npy_cpu_dispatch.h,,0
numpy-git/numpy/core/src/common/binop_override.h,binop_override.h,,0
numpy-git/numpy/core/src/common/ucsnarrow.c,ucsnarrow.c,,0
numpy-git/numpy/core/src/common/npy_dlpack.h,npy_dlpack.h,,0
numpy-git/numpy/core/src/common/npy_config.h,npy_config.h,,0
numpy-git/numpy/core/src/common/lowlevel_strided_loops.h,lowlevel_strided_loops.h,"433,464,465,680",4
numpy-git/numpy/core/src/common/npy_extint128.h,npy_extint128.h,"237,293,309",3
numpy-git/numpy/core/src/common/npy_argparse.c,npy_argparse.c,"361,397",2
numpy-git/numpy/core/src/umath/extobj.c,extobj.c,,0
numpy-git/numpy/core/src/umath/matmul.h.src,matmul.h.src,,0
numpy-git/numpy/core/src/umath/legacy_array_method.c,legacy_array_method.c,"200,201",2
numpy-git/numpy/core/src/umath/ufunc_object.c,ufunc_object.c,"1220,1238,1422,1972,2226,2495,2836,3057,3474,3583,4385",11
numpy-git/numpy/core/src/umath/loops_hyperbolic.dispatch.c.src,loops_hyperbolic.dispatch.c.src,361,1
numpy-git/numpy/core/src/umath/dispatching.h,dispatching.h,,0
numpy-git/numpy/core/src/umath/_umath_tests.dispatch.c,_umath_tests.dispatch.c,,0
numpy-git/numpy/core/src/umath/_scaled_float_dtype.c,_scaled_float_dtype.c,,0
numpy-git/numpy/core/src/umath/loops_trigonometric.dispatch.c.src,loops_trigonometric.dispatch.c.src,212,1
numpy-git/numpy/core/src/umath/loops_exponent_log.dispatch.c.src,loops_exponent_log.dispatch.c.src,1348,1
numpy-git/numpy/core/src/umath/npy_simd_data.h,npy_simd_data.h,,0
numpy-git/numpy/core/src/umath/fast_loop_macros.h,fast_loop_macros.h,,0
numpy-git/numpy/core/src/umath/simd.inc.src,simd.inc.src,588,1
numpy-git/numpy/core/src/umath/loops_arithmetic.dispatch.c.src,loops_arithmetic.dispatch.c.src,,0
numpy-git/numpy/core/src/umath/wrapping_array_method.c,wrapping_array_method.c,149,1
numpy-git/numpy/core/src/umath/loops.c.src,loops.c.src,,0
numpy-git/numpy/core/src/umath/reduction.c,reduction.c,"189,245",2
numpy-git/numpy/core/src/umath/_operand_flag_tests.c,_operand_flag_tests.c,,0
numpy-git/numpy/core/src/umath/override.c,override.c,183,1
numpy-git/numpy/core/src/umath/scalarmath.c.src,scalarmath.c.src,,0
numpy-git/numpy/core/src/umath/ufunc_type_resolution.h,ufunc_type_resolution.h,,0
numpy-git/numpy/core/src/umath/dispatching.c,dispatching.c,"229,854,918,946,948",5
numpy-git/numpy/core/src/umath/loops.h.src,loops.h.src,,0
numpy-git/numpy/core/src/umath/ufunc_object.h,ufunc_object.h,,0
numpy-git/numpy/core/src/umath/legacy_array_method.h,legacy_array_method.h,,0
numpy-git/numpy/core/src/umath/funcs.inc.src,funcs.inc.src,,0
numpy-git/numpy/core/src/umath/extobj.h,extobj.h,,0
numpy-git/numpy/core/src/umath/umathmodule.c,umathmodule.c,,0
numpy-git/numpy/core/src/umath/clip.cpp,clip.cpp,,0
numpy-git/numpy/core/src/umath/loops_minmax.dispatch.c.src,loops_minmax.dispatch.c.src,,0
numpy-git/numpy/core/src/umath/loops_utils.h.src,loops_utils.h.src,159,1
numpy-git/numpy/core/src/umath/_umath_tests.c.src,_umath_tests.c.src,279,1
numpy-git/numpy/core/src/umath/matmul.c.src,matmul.c.src,"93,94,106,125,130,140,152",7
numpy-git/numpy/core/src/umath/loops_arithm_fp.dispatch.c.src,loops_arithm_fp.dispatch.c.src,,0
numpy-git/numpy/core/src/umath/ufunc_type_resolution.c,ufunc_type_resolution.c,1812,1
numpy-git/numpy/core/src/umath/override.h,override.h,,0
numpy-git/numpy/core/src/umath/reduction.h,reduction.h,,0
numpy-git/numpy/core/src/umath/loops_umath_fp.dispatch.c.src,loops_umath_fp.dispatch.c.src,"99,128",2
numpy-git/numpy/core/src/umath/loops_unary_fp.dispatch.c.src,loops_unary_fp.dispatch.c.src,278,1
numpy-git/numpy/version.py,version.py,,0
numpy-git/numpy/linalg/umath_linalg.cpp,umath_linalg.cpp,"1926,2388",2
numpy-git/numpy/linalg/__init__.py,__init__.py,,0
numpy-git/numpy/linalg/setup.py,setup.py,,0
numpy-git/numpy/linalg/linalg.py,linalg.py,2803,1
numpy-git/numpy/linalg/lapack_litemodule.c,lapack_litemodule.c,,0
numpy-git/numpy/linalg/lapack_lite/f2c_d_lapack.c,f2c_d_lapack.c,,0
numpy-git/numpy/linalg/lapack_lite/f2c.h,f2c.h,,0
numpy-git/numpy/linalg/lapack_lite/clapack_scrub.py,clapack_scrub.py,,0
numpy-git/numpy/linalg/lapack_lite/f2c_z_lapack.c,f2c_z_lapack.c,,0
numpy-git/numpy/linalg/lapack_lite/f2c_lapack.c,f2c_lapack.c,,0
numpy-git/numpy/linalg/lapack_lite/f2c_c_lapack.c,f2c_c_lapack.c,,0
numpy-git/numpy/linalg/lapack_lite/f2c_config.c,f2c_config.c,,0
numpy-git/numpy/linalg/lapack_lite/f2c.c,f2c.c,,0
numpy-git/numpy/linalg/lapack_lite/f2c_blas.c,f2c_blas.c,,0
numpy-git/numpy/linalg/lapack_lite/f2c_s_lapack.c,f2c_s_lapack.c,,0
numpy-git/numpy/linalg/lapack_lite/lapack_lite_names.h,lapack_lite_names.h,,0
numpy-git/numpy/linalg/lapack_lite/python_xerbla.c,python_xerbla.c,,0
numpy-git/numpy/linalg/lapack_lite/README.rst,README.rst,,0
numpy-git/numpy/linalg/lapack_lite/LICENSE.txt,LICENSE.txt,,0
numpy-git/numpy/linalg/lapack_lite/make_lite.py,make_lite.py,,0
numpy-git/numpy/linalg/lapack_lite/fortran.py,fortran.py,,0
numpy-git/numpy/linalg/lapack_lite/wrapped_routines,wrapped_routines,,0
numpy-git/numpy/ma/extras.py,extras.py,,0
numpy-git/numpy/ma/LICENSE,LICENSE,,0
numpy-git/numpy/ma/testutils.py,testutils.py,"87,89,100,104,117,121,173,192,225,237,251,265,274,285,287,288",16
numpy-git/numpy/ma/API_CHANGES.txt,API_CHANGES.txt,,0
numpy-git/numpy/ma/__init__.py,__init__.py,,0
numpy-git/numpy/ma/core.py,core.py,,0
numpy-git/numpy/ma/bench.py,bench.py,,0
numpy-git/numpy/ma/setup.py,setup.py,,0
numpy-git/numpy/ma/README.rst,README.rst,,0
numpy-git/numpy/ma/timer_comparison.py,timer_comparison.py,"80,98,137,139,140,148,164,165,184,189,191,202,203,207,209,211,224,225,226,228,233,234,235,248,250,256,258,264,266,272,274,280,288,305,306,307,317,318,319,329,330,331,385,387,392",45
numpy-git/numpy/ma/mrecords.py,mrecords.py,,0
numpy-git/numpy/__init__.cython-30.pxd,__init__.cython-30.pxd,,0
numpy-git/numpy/_version.py,_version.py,72,1
numpy-git/numpy/_globals.py,_globals.py,,0
numpy-git/numpy/_typing/_char_codes.py,_char_codes.py,,0
numpy-git/numpy/_typing/_extended_precision.py,_extended_precision.py,,0
numpy-git/numpy/_typing/_generic_alias.py,_generic_alias.py,,0
numpy-git/numpy/_typing/_nbit.py,_nbit.py,,0
numpy-git/numpy/_typing/__init__.py,__init__.py,,0
numpy-git/numpy/_typing/_dtype_like.py,_dtype_like.py,,0
numpy-git/numpy/_typing/setup.py,setup.py,,0
numpy-git/numpy/_typing/_array_like.py,_array_like.py,,0
numpy-git/numpy/_typing/_scalars.py,_scalars.py,,0
numpy-git/numpy/_typing/_shape.py,_shape.py,,0
numpy-git/numpy/_typing/_add_docstring.py,_add_docstring.py,,0
numpy-git/numpy/_typing/_nested_sequence.py,_nested_sequence.py,,0
numpy-git/numpy/__init__.pxd,__init__.pxd,,0
numpy-git/numpy/_pyinstaller/test_pyinstaller.py,test_pyinstaller.py,35,1
numpy-git/numpy/_pyinstaller/__init__.py,__init__.py,,0
numpy-git/numpy/_pyinstaller/hook-numpy.py,hook-numpy.py,,0
numpy-git/numpy/_pyinstaller/pyinstaller-smoke.py,pyinstaller-smoke.py,,0
numpy-git/numpy/__init__.py,__init__.py,,0
numpy-git/numpy/array_api/_constants.py,_constants.py,,0
numpy-git/numpy/array_api/_elementwise_functions.py,_elementwise_functions.py,,0
numpy-git/numpy/array_api/_sorting_functions.py,_sorting_functions.py,,0
numpy-git/numpy/array_api/_manipulation_functions.py,_manipulation_functions.py,,0
numpy-git/numpy/array_api/_searching_functions.py,_searching_functions.py,,0
numpy-git/numpy/array_api/_typing.py,_typing.py,,0
numpy-git/numpy/array_api/_utility_functions.py,_utility_functions.py,,0
numpy-git/numpy/array_api/_array_object.py,_array_object.py,,0
numpy-git/numpy/array_api/__init__.py,__init__.py,,0
numpy-git/numpy/array_api/_data_type_functions.py,_data_type_functions.py,,0
numpy-git/numpy/array_api/setup.py,setup.py,,0
numpy-git/numpy/array_api/_dtypes.py,_dtypes.py,,0
numpy-git/numpy/array_api/linalg.py,linalg.py,,0
numpy-git/numpy/array_api/_statistical_functions.py,_statistical_functions.py,,0
numpy-git/numpy/array_api/_set_functions.py,_set_functions.py,,0
numpy-git/numpy/array_api/_creation_functions.py,_creation_functions.py,,0
numpy-git/numpy/dual.py,dual.py,,0
numpy-git/numpy/_distributor_init.py,_distributor_init.py,,0
numpy-git/numpy/typing/__init__.py,__init__.py,,0
numpy-git/numpy/typing/mypy_plugin.py,mypy_plugin.py,,0
numpy-git/numpy/typing/setup.py,setup.py,,0
numpy-git/numpy/f2py/cfuncs.py,cfuncs.py,668,1
numpy-git/numpy/f2py/common_rules.py,common_rules.py,,0
numpy-git/numpy/f2py/crackfortran.py,crackfortran.py,"636,677,854,1143",4
numpy-git/numpy/f2py/cb_rules.py,cb_rules.py,,0
numpy-git/numpy/f2py/__init__.py,__init__.py,,0
numpy-git/numpy/f2py/rules.py,rules.py,,0
numpy-git/numpy/f2py/f2py2e.py,f2py2e.py,576,1
numpy-git/numpy/f2py/func2subr.py,func2subr.py,"79,185",2
numpy-git/numpy/f2py/__version__.py,__version__.py,,0
numpy-git/numpy/f2py/symbolic.py,symbolic.py,"163,169,170,171,175,176,177,180,184,185,187,190,193,194,198,202,204,205,206,209,211,214,217,220,593,840,1188,1189,1249,1323,1350,1389,1416,1498",34
numpy-git/numpy/f2py/diagnose.py,diagnose.py,,0
numpy-git/numpy/f2py/setup.py,setup.py,,0
numpy-git/numpy/f2py/capi_maps.py,capi_maps.py,,0
numpy-git/numpy/f2py/f90mod_rules.py,f90mod_rules.py,,0
numpy-git/numpy/f2py/setup.cfg,setup.cfg,,0
numpy-git/numpy/f2py/f2py_testing.py,f2py_testing.py,,0
numpy-git/numpy/f2py/use_rules.py,use_rules.py,,0
numpy-git/numpy/f2py/auxfuncs.py,auxfuncs.py,,0
numpy-git/numpy/f2py/__main__.py,__main__.py,,0
numpy-git/numpy/f2py/src/fortranobject.h,fortranobject.h,,0
numpy-git/numpy/f2py/src/fortranobject.c,fortranobject.c,,0
numpy-git/numpy/setup.py,setup.py,,0
numpy-git/numpy/ctypeslib.py,ctypeslib.py,,0
numpy-git/numpy/matlib.py,matlib.py,,0
numpy-git/numpy/lib/_iotools.py,_iotools.py,,0
numpy-git/numpy/lib/mixins.py,mixins.py,,0
numpy-git/numpy/lib/nanfunctions.py,nanfunctions.py,,0
numpy-git/numpy/lib/recfunctions.py,recfunctions.py,,0
numpy-git/numpy/lib/histograms.py,histograms.py,,0
numpy-git/numpy/lib/scimath.py,scimath.py,,0
numpy-git/numpy/lib/_version.py,_version.py,,0
numpy-git/numpy/lib/user_array.py,user_array.py,,0
numpy-git/numpy/lib/__init__.py,__init__.py,,0
numpy-git/numpy/lib/format.py,format.py,371,1
numpy-git/numpy/lib/twodim_base.py,twodim_base.py,,0
numpy-git/numpy/lib/index_tricks.py,index_tricks.py,,0
numpy-git/numpy/lib/npyio.py,npyio.py,,0
numpy-git/numpy/lib/shape_base.py,shape_base.py,,0
numpy-git/numpy/lib/setup.py,setup.py,,0
numpy-git/numpy/lib/stride_tricks.py,stride_tricks.py,,0
numpy-git/numpy/lib/utils.py,utils.py,,0
numpy-git/numpy/lib/arrayterator.py,arrayterator.py,,0
numpy-git/numpy/lib/function_base.py,function_base.py,,0
numpy-git/numpy/lib/arraysetops.py,arraysetops.py,,0
numpy-git/numpy/lib/arraypad.py,arraypad.py,,0
numpy-git/numpy/lib/type_check.py,type_check.py,,0
numpy-git/numpy/lib/polynomial.py,polynomial.py,,0
numpy-git/numpy/lib/_datasource.py,_datasource.py,,0
numpy-git/numpy/lib/ufunclike.py,ufunclike.py,,0
numpy-git/numpy/py.typed,py.typed,,0
numpy-git/numpy/fft/__init__.py,__init__.py,,0
numpy-git/numpy/fft/README.md,README.md,,0
numpy-git/numpy/fft/setup.py,setup.py,,0
numpy-git/numpy/fft/helper.py,helper.py,,0
numpy-git/numpy/fft/_pocketfft.c,_pocketfft.c,,0
numpy-git/numpy/fft/_pocketfft.py,_pocketfft.py,,0
numpy-git/numpy/doc/constants.py,constants.py,,0
numpy-git/numpy/doc/ufuncs.py,ufuncs.py,,0
numpy-git/numpy/doc/__init__.py,__init__.py,,0
numpy-git/numpy/_pytesttester.py,_pytesttester.py,,0
numpy-git/numpy/random/_bounded_integers.pxd.in,_bounded_integers.pxd.in,,0
numpy-git/numpy/random/_philox.pyx,_philox.pyx,,0
numpy-git/numpy/random/LICENSE.md,LICENSE.md,,0
numpy-git/numpy/random/_bounded_integers.pyx.in,_bounded_integers.pyx.in,,0
numpy-git/numpy/random/_common.pxd,_common.pxd,,0
numpy-git/numpy/random/_sfc64.pyx,_sfc64.pyx,,0
numpy-git/numpy/random/_mt19937.pyx,_mt19937.pyx,,0
numpy-git/numpy/random/bit_generator.pyx,bit_generator.pyx,386,1
numpy-git/numpy/random/c_distributions.pxd,c_distributions.pxd,,0
numpy-git/numpy/random/_pickle.py,_pickle.py,,0
numpy-git/numpy/random/__init__.pxd,__init__.pxd,,0
numpy-git/numpy/random/include/legacy-distributions.h,legacy-distributions.h,,0
numpy-git/numpy/random/include/aligned_malloc.h,aligned_malloc.h,,0
numpy-git/numpy/random/mtrand.pyx,mtrand.pyx,,0
numpy-git/numpy/random/__init__.py,__init__.py,,0
numpy-git/numpy/random/_generator.pyx,_generator.pyx,4517,1
numpy-git/numpy/random/setup.py,setup.py,,0
numpy-git/numpy/random/.gitignore,.gitignore,,0
numpy-git/numpy/random/_pcg64.pyx,_pcg64.pyx,,0
numpy-git/numpy/random/bit_generator.pxd,bit_generator.pxd,,0
numpy-git/numpy/random/_examples/cffi/parse.py,parse.py,,0
numpy-git/numpy/random/_examples/cffi/extending.py,extending.py,40,1
numpy-git/numpy/random/_examples/cython/extending_distributions.pyx,extending_distributions.pyx,,0
numpy-git/numpy/random/_examples/cython/setup.py,setup.py,,0
numpy-git/numpy/random/_examples/cython/extending.pyx,extending.pyx,,0
numpy-git/numpy/random/_examples/numba/extending.py,extending.py,"43,44",2
numpy-git/numpy/random/_examples/numba/extending_distributions.py,extending_distributions.py,,0
numpy-git/numpy/random/_common.pyx,_common.pyx,,0
numpy-git/numpy/random/src/mt19937/mt19937.c,mt19937.c,,0
numpy-git/numpy/random/src/mt19937/mt19937-test-data-gen.c,mt19937-test-data-gen.c,,0
numpy-git/numpy/random/src/mt19937/LICENSE.md,LICENSE.md,,0
numpy-git/numpy/random/src/mt19937/randomkit.h,randomkit.h,,0
numpy-git/numpy/random/src/mt19937/mt19937-jump.h,mt19937-jump.h,,0
numpy-git/numpy/random/src/mt19937/randomkit.c,randomkit.c,424,1
numpy-git/numpy/random/src/mt19937/mt19937.h,mt19937.h,,0
numpy-git/numpy/random/src/mt19937/mt19937-jump.c,mt19937-jump.c,,0
numpy-git/numpy/random/src/mt19937/mt19937-benchmark.c,mt19937-benchmark.c,,0
numpy-git/numpy/random/src/sfc64/LICENSE.md,LICENSE.md,,0
numpy-git/numpy/random/src/sfc64/sfc64.c,sfc64.c,,0
numpy-git/numpy/random/src/sfc64/sfc64.h,sfc64.h,,0
numpy-git/numpy/random/src/pcg64/LICENSE.md,LICENSE.md,,0
numpy-git/numpy/random/src/pcg64/pcg64.h,pcg64.h,,0
numpy-git/numpy/random/src/pcg64/pcg64.orig.h,pcg64.orig.h,,0
numpy-git/numpy/random/src/pcg64/pcg64.c,pcg64.c,,0
numpy-git/numpy/random/src/pcg64/pcg64-test-data-gen.c,pcg64-test-data-gen.c,,0
numpy-git/numpy/random/src/pcg64/pcg64.orig.c,pcg64.orig.c,,0
numpy-git/numpy/random/src/pcg64/pcg64-benchmark.c,pcg64-benchmark.c,,0
numpy-git/numpy/random/src/legacy/legacy-distributions.c,legacy-distributions.c,,0
numpy-git/numpy/random/src/philox/philox-benchmark.c,philox-benchmark.c,,0
numpy-git/numpy/random/src/philox/LICENSE.md,LICENSE.md,,0
numpy-git/numpy/random/src/philox/philox.c,philox.c,,0
numpy-git/numpy/random/src/philox/philox-test-data-gen.c,philox-test-data-gen.c,,0
numpy-git/numpy/random/src/philox/philox.h,philox.h,,0
numpy-git/numpy/random/src/splitmix64/LICENSE.md,LICENSE.md,,0
numpy-git/numpy/random/src/splitmix64/splitmix64.h,splitmix64.h,,0
numpy-git/numpy/random/src/splitmix64/splitmix64.orig.c,splitmix64.orig.c,,0
numpy-git/numpy/random/src/splitmix64/splitmix64.c,splitmix64.c,,0
numpy-git/numpy/random/src/distributions/logfactorial.c,logfactorial.c,,0
numpy-git/numpy/random/src/distributions/LICENSE.md,LICENSE.md,,0
numpy-git/numpy/random/src/distributions/random_mvhg_marginals.c,random_mvhg_marginals.c,,0
numpy-git/numpy/random/src/distributions/random_hypergeometric.c,random_hypergeometric.c,,0
numpy-git/numpy/random/src/distributions/logfactorial.h,logfactorial.h,,0
numpy-git/numpy/random/src/distributions/distributions.c,distributions.c,"1173,1265,1301,1338",4
numpy-git/numpy/random/src/distributions/ziggurat_constants.h,ziggurat_constants.h,,0
numpy-git/numpy/random/src/distributions/random_mvhg_count.c,random_mvhg_count.c,,0
numpy-git/numpy/matrixlib/__init__.py,__init__.py,,0
numpy-git/numpy/matrixlib/setup.py,setup.py,,0
numpy-git/numpy/matrixlib/defmatrix.py,defmatrix.py,,0
numpy-git/numpy/polynomial/laguerre.py,laguerre.py,,0
numpy-git/numpy/polynomial/_polybase.py,_polybase.py,,0
numpy-git/numpy/polynomial/polyutils.py,polyutils.py,,0
numpy-git/numpy/polynomial/__init__.py,__init__.py,,0
numpy-git/numpy/polynomial/setup.py,setup.py,,0
numpy-git/numpy/polynomial/hermite_e.py,hermite_e.py,,0
numpy-git/numpy/polynomial/chebyshev.py,chebyshev.py,,0
numpy-git/numpy/polynomial/polynomial.py,polynomial.py,,0
numpy-git/numpy/polynomial/legendre.py,legendre.py,,0
numpy-git/numpy/polynomial/hermite.py,hermite.py,,0
